架次编号,时刻_s,经度,纬度,飞行海拔_m,阶段
T003,3570.0,109.23167600879916,23.010349082083252,311.21807861328125,巡航
T003,3575.0,109.23139659559428,23.00972552507882,311.21807861328125,巡航
T003,3580.0,109.2311171823894,23.00910196807439,311.21807861328125,巡航
T003,3585.0,109.2308517,23.0085095,310.71950462857694,下降
T003,3590.0,109.2308517,23.0085095,300.71950462857694,下降
T003,3595.0,109.2308517,23.0085095,290.71950462857694,下降
T003,3600.0,109.2308517,23.0085095,280.71950462857694,下降
T003,3605.0,109.2308517,23.0085095,270.719504628577,下降
T003,3610.0,109.2308517,23.0085095,260.719504628577,下降
T003,3615.0,109.2308517,23.0085095,250.719504628577,下降
T003,3620.0,109.2308517,23.0085095,240.719504628577,下降
T003,3625.0,109.2308517,23.0085095,230.71950462857703,下降
T003,3630.0,109.2308517,23.0085095,220.71950462857703,下降
T003,3635.0,109.2308517,23.0085095,210.71950462857706,下降
T003,3640.0,109.2308517,23.0085095,200.71950462857706,下降
T003,3645.0,109.2308517,23.0085095,190.71950462857706,下降
T003,3650.0,109.2308517,23.0085095,180.71950462857708,下降
T003,3655.0,109.2308517,23.0085095,170.71950462857706,下降
T003,3660.0,109.2308517,23.0085095,160.71950462857708,下降
T003,3665.0,109.2308517,23.0085095,150.71950462857708,下降
T003,3670.0,109.2308517,23.0085095,140.71950462857708,下降
T003,3675.0,109.2308517,23.0085095,130.7195046285771,下降
T004,390.0,109.2308517,23.0085095,127.7,爬升
T004,395.0,109.2308517,23.0085095,142.70000000000002,爬升
T004,400.0,109.2308517,23.0085095,157.70000000000002,爬升
T004,405.0,109.2308517,23.0085095,172.70000000000002,爬升
T004,410.0,109.2308517,23.0085095,187.70000000000002,爬升
T004,415.0,109.2308517,23.0085095,202.70000000000002,爬升
T004,420.0,109.2308517,23.0085095,217.70000000000002,爬升
T004,425.0,109.2308517,23.0085095,232.70000000000005,爬升
T004,430.0,109.2308517,23.0085095,247.70000000000002,爬升
T004,435.0,109.2308517,23.0085095,262.70000000000005,爬升
T004,440.0,109.2308517,23.0085095,277.70000000000005,爬升
T004,445.0,109.2308517,23.0085095,292.70000000000005,爬升
T004,450.0,109.2308517,23.0085095,307.70000000000005,爬升
T004,455.0,109.2308517,23.0085095,322.70000000000005,爬升
T004,460.0,109.2308517,23.0085095,337.70000000000005,爬升
T004,465.0,109.2308517,23.0085095,352.70000000000005,爬升
T004,470.0,109.2308517,23.0085095,367.70000000000005,爬升
T004,475.0,109.2308517,23.0085095,382.70000000000005,爬升
T004,480.0,109.2308517,23.0085095,397.70000000000005,爬升
T004,485.0,109.2308517,23.0085095,412.70000000000005,爬升
T004,490.0,109.2308517,23.0085095,427.70000000000005,爬升
T004,495.0,109.23118551404866,23.00858999804671,435.63653564453125,巡航
T004,500.0,109.23189440284285,23.008760944007488,435.63653564453125,巡航
T004,505.0,109.23260329163705,23.008931889968263,435.63653564453125,巡航
T004,510.0,109.23331218043124,23.009102835929042,435.63653564453125,巡航
T004,515.0,109.23402106922543,23.00927378188982,435.63653564453125,巡航
T004,520.0,109.23472995801964,23.009444727850596,435.63653564453125,巡航
T004,525.0,109.23543884681384,23.009615673811375,435.63653564453125,巡航
T004,530.0,109.23614773560803,23.009786619772154,435.63653564453125,巡航
T004,535.0,109.23685662440222,23.00995756573293,435.63653564453125,巡航
T004,540.0,109.23756551319642,23.010128511693708,435.63653564453125,巡航
T004,545.0,109.23827440199062,23.010299457654483,435.63653564453125,巡航
T004,550.0,109.23898329078482,23.010470403615262,435.63653564453125,巡航
T004,555.0,109.23969217957901,23.01064134957604,435.63653564453125,巡航
T004,560.0,109.2404010683732,23.010812295536816,435.63653564453125,巡航
T004,565.0,109.24110995716741,23.010983241497595,435.63653564453125,巡航
T004,570.0,109.2418188459616,23.011154187458374,435.63653564453125,巡航
T004,575.0,109.2425277347558,23.01132513341915,435.63653564453125,巡航
T004,580.0,109.24323662354999,23.011496079379928,435.63653564453125,巡航
T004,585.0,109.24394551234418,23.011667025340707,435.63653564453125,巡航
T004,590.0,109.24465440113839,23.011837971301482,435.63653564453125,巡航
T004,595.0,109.24536328993258,23.01200891726226,435.63653564453125,巡航
T004,600.0,109.24607217872678,23.012179863223036,435.63653564453125,巡航
T004,605.0,109.24678106752097,23.012350809183815,435.63653564453125,巡航
T004,610.0,109.24748995631516,23.012521755144594,435.63653564453125,巡航
T004,615.0,109.24819884510937,23.01269270110537,435.63653564453125,巡航
T004,620.0,109.24890773390356,23.012863647066148,435.63653564453125,巡航
T004,625.0,109.24961662269776,23.013034593026926,435.63653564453125,巡航
T004,630.0,109.25032551149195,23.0132055389877,435.63653564453125,巡航
T004,635.0,109.25103440028614,23.01337648494848,435.63653564453125,巡航
T004,640.0,109.25174328908035,23.013547430909256,435.63653564453125,巡航
T004,645.0,109.25245217787455,23.013718376870035,435.63653564453125,巡航
T004,650.0,109.25316106666874,23.013889322830813,435.63653564453125,巡航
T004,655.0,109.25386995546293,23.01406026879159,435.63653564453125,巡航
T004,660.0,109.25457884425713,23.014231214752368,435.63653564453125,巡航
T004,665.0,109.25528773305133,23.014402160713146,435.63653564453125,巡航
T004,670.0,109.25599662184553,23.01457310667392,435.63653564453125,巡航
T004,675.0,109.25670551063972,23.0147440526347,435.63653564453125,巡航
T004,680.0,109.25741439943391,23.014914998595476,435.63653564453125,巡航
T004,685.0,109.25812328822812,23.015085944556255,435.63653564453125,巡航
T004,690.0,109.25883217702231,23.015256890517033,435.63653564453125,巡航
T004,695.0,109.2595410658165,23.01542783647781,435.63653564453125,巡航
T004,700.0,109.2602499546107,23.015598782438587,435.63653564453125,巡航
T004,705.0,109.2609588434049,23.015769728399366,435.63653564453125,巡航
T004,710.0,109.2616677321991,23.01594067436014,435.63653564453125,巡航
T004,715.0,109.2623766209933,23.01611162032092,435.63653564453125,巡航
T004,720.0,109.26308550978749,23.016282566281696,435.63653564453125,巡航
T004,725.0,109.26379439858168,23.016453512242474,435.63653564453125,巡航
T004,730.0,109.26450328737587,23.016624458203253,435.63653564453125,巡航
T004,735.0,109.26521217617008,23.01679540416403,435.63653564453125,巡航
T004,740.0,109.26592106496427,23.016966350124807,435.63653564453125,巡航
T004,745.0,109.26662995375847,23.017137296085586,435.63653564453125,巡航
T004,750.0,109.26733884255266,23.01730824204636,435.63653564453125,巡航
T004,755.0,109.26804773134685,23.01747918800714,435.63653564453125,巡航
T004,760.0,109.26875662014106,23.017650133967916,435.63653564453125,巡航
T004,765.0,109.26946550893526,23.017821079928694,435.63653564453125,巡航
T004,770.0,109.27017439772945,23.017992025889473,435.63653564453125,巡航
T004,775.0,109.27088328652364,23.01816297185025,435.63653564453125,巡航
T004,780.0,109.27159217531783,23.018333917811027,435.63653564453125,巡航
T004,785.0,109.27230106411204,23.018504863771806,435.63653564453125,巡航
T004,790.0,109.27300995290624,23.01867580973258,435.63653564453125,巡航
T004,795.0,109.27371884170043,23.01884675569336,435.63653564453125,巡航
T004,800.0,109.27442773049462,23.01901770165414,435.63653564453125,巡航
T004,805.0,109.27513661928883,23.019188647614914,435.63653564453125,巡航
T004,810.0,109.27584550808302,23.019359593575693,435.63653564453125,巡航
T004,815.0,109.2760168,23.0194009,426.1569656184688,下降
T004,820.0,109.2760168,23.0194009,413.6569656184688,下降
T004,825.0,109.2760168,23.0194009,401.1569656184688,下降
T004,830.0,109.2760168,23.0194009,388.6569656184688,下降
T004,835.0,109.2760168,23.0194009,376.1569656184688,下降
T004,840.0,109.2760168,23.0194009,363.6569656184688,下降
T004,845.0,109.2760168,23.0194009,351.6,投送
T004,850.0,109.2760168,23.0194009,351.6,投送
T004,855.0,109.2760168,23.0194009,351.6,投送
T004,860.0,109.2760168,23.0194009,351.6,投送
T004,865.0,109.2760168,23.0194009,351.6,投送
T004,870.0,109.2760168,23.0194009,351.6,投送
T004,875.0,109.2760168,23.0194009,351.6,投送
T004,880.0,109.2760168,23.0194009,351.6,投送
T004,885.0,109.2760168,23.0194009,351.6,投送
T004,890.0,109.2760168,23.0194009,351.6,投送
T004,895.0,109.2760168,23.0194009,351.6,投送
T004,900.0,109.2760168,23.0194009,351.6,投送
T004,905.0,109.2760168,23.0194009,351.6,投送
T004,910.0,109.2760168,23.0194009,351.6,投送
T004,915.0,109.2760168,23.0194009,351.6,投送
T004,920.0,109.2760168,23.0194009,351.6,投送
T004,925.0,109.2760168,23.0194009,351.6,投送
T004,930.0,109.2760168,23.0194009,351.6,投送
T004,935.0,109.2760168,23.0194009,351.6,投送
T004,940.0,109.2760168,23.0194009,351.6,投送
T004,945.0,109.2760168,23.0194009,351.6,投送
T004,950.0,109.2760168,23.0194009,351.6,投送
T004,955.0,109.2760168,23.0194009,351.6,投送
T004,960.0,109.2760168,23.0194009,351.6,投送
T004,965.0,109.2760168,23.0194009,351.6,投送
T004,970.0,109.2760168,23.0194009,351.6,投送
T004,975.0,109.2760168,23.0194009,351.6,投送
T004,980.0,109.2760168,23.0194009,351.6,投送
T004,985.0,109.2760168,23.0194009,351.6,投送
T004,990.0,109.2760168,23.0194009,351.6,投送
T004,995.0,109.2760168,23.0194009,351.6,投送
T004,1000.0,109.2760168,23.0194009,351.6,投送
T004,1005.0,109.2760168,23.0194009,351.6,投送
T004,1010.0,109.2760168,23.0194009,351.6,投送
T004,1015.0,109.2760168,23.0194009,351.6,投送
T004,1020.0,109.2760168,23.0194009,351.6,投送
T004,1025.0,109.2760168,23.0194009,351.6,投送
T004,1030.0,109.2760168,23.0194009,351.6,投送
T004,1035.0,109.2760168,23.0194009,351.6,投送
T004,1040.0,109.2760168,23.0194009,351.6,投送
T004,1045.0,109.2760168,23.0194009,351.6,投送
T004,1050.0,109.2760168,23.0194009,351.6,投送
T004,1055.0,109.2760168,23.0194009,351.6,投送
T004,1060.0,109.2760168,23.0194009,351.6,投送
T004,1065.0,109.2760168,23.0194009,351.6,投送
T004,1070.0,109.2760168,23.0194009,351.6,投送
T004,1075.0,109.2760168,23.0194009,351.6,投送
T004,1080.0,109.2760168,23.0194009,351.6,投送
T004,1085.0,109.2760168,23.0194009,352.1316412578375,爬升
T004,1090.0,109.2760168,23.0194009,367.13164125783743,爬升
T004,1095.0,109.2760168,23.0194009,382.1316412578374,爬升
T004,1100.0,109.2760168,23.0194009,397.1316412578373,爬升
T004,1105.0,109.2760168,23.0194009,412.13164125783726,爬升
T004,1110.0,109.2760168,23.0194009,427.13164125783715,爬升
T004,1115.0,109.27570984616091,23.019326879195372,435.63653564453125,巡航
T004,1120.0,109.2750009573667,23.019155933234597,435.63653564453125,巡航
T004,1125.0,109.2742920685725,23.018984987273818,435.63653564453125,巡航
T004,1130.0,109.27358317977831,23.01881404131304,435.63653564453125,巡航
T004,1135.0,109.27287429098412,23.018643095352264,435.63653564453125,巡航
T004,1140.0,109.27216540218991,23.018472149391485,435.63653564453125,巡航
T004,1145.0,109.27145651339572,23.018301203430706,435.63653564453125,巡航
T004,1150.0,109.27074762460153,23.01813025746993,435.63653564453125,巡航
T004,1155.0,109.27003873580733,23.017959311509152,435.63653564453125,巡航
T004,1160.0,109.26932984701314,23.017788365548377,435.63653564453125,巡航
T004,1165.0,109.26862095821893,23.017617419587598,435.63653564453125,巡航
T004,1170.0,109.26791206942474,23.01744647362682,435.63653564453125,巡航
T004,1175.0,109.26720318063055,23.017275527666044,435.63653564453125,巡航
T004,1180.0,109.26649429183635,23.017104581705265,435.63653564453125,巡航
T004,1185.0,109.26578540304216,23.016933635744486,435.63653564453125,巡航
T004,1190.0,109.26507651424795,23.01676268978371,435.63653564453125,巡航
T004,1195.0,109.26436762545376,23.016591743822932,435.63653564453125,巡航
T004,1200.0,109.26365873665956,23.016420797862157,435.63653564453125,巡航
T004,1205.0,109.26294984786537,23.016249851901378,435.63653564453125,巡航
T004,1210.0,109.26224095907118,23.0160789059406,435.63653564453125,巡航
T004,1215.0,109.26153207027697,23.015907959979824,435.63653564453125,巡航
T004,1220.0,109.26082318148278,23.015737014019045,435.63653564453125,巡航
T004,1225.0,109.26011429268858,23.015566068058266,435.63653564453125,巡航
T004,1230.0,109.25940540389439,23.01539512209749,435.63653564453125,巡航
T004,1235.0,109.2586965151002,23.015224176136712,435.63653564453125,巡航
T004,1240.0,109.25798762630599,23.015053230175937,435.63653564453125,巡航
T004,1245.0,109.2572787375118,23.014882284215158,435.63653564453125,巡航
T004,1250.0,109.2565698487176,23.01471133825438,435.63653564453125,巡航
T004,1255.0,109.25586095992341,23.014540392293604,435.63653564453125,巡航
T004,1260.0,109.2551520711292,23.014369446332825,435.63653564453125,巡航
T004,1265.0,109.25444318233501,23.014198500372046,435.63653564453125,巡航
T004,1270.0,109.25373429354082,23.01402755441127,435.63653564453125,巡航
T004,1275.0,109.25302540474662,23.013856608450492,435.63653564453125,巡航
T004,1280.0,109.25231651595243,23.013685662489717,435.63653564453125,巡航
T004,1285.0,109.25160762715822,23.013514716528938,435.63653564453125,巡航
T004,1290.0,109.25089873836403,23.01334377056816,435.63653564453125,巡航
T004,1295.0,109.25018984956984,23.013172824607384,435.63653564453125,巡航
T004,1300.0,109.24948096077564,23.013001878646605,435.63653564453125,巡航
T004,1305.0,109.24877207198145,23.012830932685826,435.63653564453125,巡航
T004,1310.0,109.24806318318724,23.01265998672505,435.63653564453125,巡航
T004,1315.0,109.24735429439305,23.012489040764272,435.63653564453125,巡航
T004,1320.0,109.24664540559885,23.012318094803497,435.63653564453125,巡航
T004,1325.0,109.24593651680466,23.01214714884272,435.63653564453125,巡航
T004,1330.0,109.24522762801047,23.01197620288194,435.63653564453125,巡航
T004,1335.0,109.24451873921626,23.011805256921164,435.63653564453125,巡航
T004,1340.0,109.24380985042207,23.011634310960385,435.63653564453125,巡航
T004,1345.0,109.24310096162787,23.011463364999607,435.63653564453125,巡航
T004,1350.0,109.24239207283368,23.01129241903883,435.63653564453125,巡航
T004,1355.0,109.24168318403947,23.011121473078052,435.63653564453125,巡航
T004,1360.0,109.24097429524528,23.010950527117274,435.63653564453125,巡航
T004,1365.0,109.24026540645109,23.0107795811565,435.63653564453125,巡航
T004,1370.0,109.2395565176569,23.01060863519572,435.63653564453125,巡航
T004,1375.0,109.2388476288627,23.010437689234944,435.63653564453125,巡航
T004,1380.0,109.23813874006849,23.010266743274165,435.63653564453125,巡航
T004,1385.0,109.2374298512743,23.010095797313387,435.63653564453125,巡航
T004,1390.0,109.2367209624801,23.00992485135261,435.63653564453125,巡航
T004,1395.0,109.23601207368591,23.009753905391833,435.63653564453125,巡航
T004,1400.0,109.23530318489172,23.009582959431054,435.63653564453125,巡航
T004,1405.0,109.23459429609751,23.00941201347028,435.63653564453125,巡航
T004,1410.0,109.23388540730332,23.0092410675095,435.63653564453125,巡航
T004,1415.0,109.23317651850913,23.009070121548724,435.63653564453125,巡航
T004,1420.0,109.23246762971493,23.008899175587946,435.63653564453125,巡航
T004,1425.0,109.23175874092074,23.008728229627167,435.63653564453125,巡航
T004,1430.0,109.23104985212653,23.00855728366639,435.63653564453125,巡航
T004,1435.0,109.2308517,23.0085095,426.63059790360455,下降
T004,1440.0,109.2308517,23.0085095,414.13059790360455,下降
T004,1445.0,109.2308517,23.0085095,401.63059790360455,下降
T004,1450.0,109.2308517,23.0085095,389.13059790360455,下降
T004,1455.0,109.2308517,23.0085095,376.6305979036045,下降
T004,1460.0,109.2308517,23.0085095,364.1305979036045,下降
T004,1465.0,109.2308517,23.0085095,351.6305979036045,下降
T004,1470.0,109.2308517,23.0085095,339.1305979036045,下降
T004,1475.0,109.2308517,23.0085095,326.6305979036045,下降
T004,1480.0,109.2308517,23.0085095,314.1305979036045,下降
T004,1485.0,109.2308517,23.0085095,301.63059790360444,下降
T004,1490.0,109.2308517,23.0085095,289.13059790360444,下降
T004,1495.0,109.2308517,23.0085095,276.63059790360444,下降
T004,1500.0,109.2308517,23.0085095,264.13059790360444,下降
T004,1505.0,109.2308517,23.0085095,251.63059790360444,下降
T004,1510.0,109.2308517,23.0085095,239.13059790360444,下降
T004,1515.0,109.2308517,23.0085095,226.63059790360444,下降
T004,1520.0,109.2308517,23.0085095,214.1305979036044,下降
T004,1525.0,109.2308517,23.0085095,201.6305979036044,下降
T004,1530.0,109.2308517,23.0085095,189.1305979036044,下降
T004,1535.0,109.2308517,23.0085095,176.63059790360438,下降
T004,1540.0,109.2308517,23.0085095,164.13059790360438,下降
T004,1545.0,109.2308517,23.0085095,151.63059790360438,下降
T004,1550.0,109.2308517,23.0085095,139.13059790360438,下降
T005,390.0,109.2308517,23.0085095,127.7,爬升
T005,395.0,109.2308517,23.0085095,142.7,爬升
T005,400.0,109.2308517,23.0085095,157.7,爬升
T005,405.0,109.2308517,23.0085095,172.7,爬升
T005,410.0,109.2308517,23.0085095,187.7,爬升
T005,415.0,109.2308517,23.0085095,202.7,爬升
T005,420.0,109.2308517,23.0085095,217.7,爬升
T005,425.0,109.2308517,23.0085095,232.7,爬升
T005,430.0,109.2308517,23.0085095,247.7,爬升
T005,435.0,109.2308517,23.0085095,262.7,爬升
T005,440.0,109.2308517,23.0085095,277.7,爬升
T005,445.0,109.2308517,23.0085095,292.69999999999993,爬升
T005,450.0,109.2308517,23.0085095,307.69999999999993,爬升
T005,455.0,109.2308517,23.0085095,322.7,爬升
T005,460.0,109.2308517,23.0085095,337.7,爬升
T005,465.0,109.2308517,23.0085095,352.7,爬升
T005,470.0,109.2308517,23.0085095,367.69999999999993,爬升
T005,475.0,109.2308517,23.0085095,382.69999999999993,爬升
T005,480.0,109.2310585182026,23.008624709294114,392.7518310546875,巡航
T005,485.0,109.23168547194513,23.008973957557625,392.7518310546875,巡航
T005,490.0,109.23231242568765,23.00932320582114,392.7518310546875,巡航
T005,495.0,109.23293937943018,23.00967245408465,392.7518310546875,巡航
T005,500.0,109.23356633317269,23.010021702348165,392.7518310546875,巡航
T005,505.0,109.23419328691521,23.010370950611676,392.7518310546875,巡航
T005,510.0,109.23482024065774,23.010720198875187,392.7518310546875,巡航
T005,515.0,109.23544719440027,23.011069447138702,392.7518310546875,巡航
T005,520.0,109.23607414814279,23.011418695402213,392.7518310546875,巡航
T005,525.0,109.23670110188532,23.011767943665728,392.7518310546875,巡航
T005,530.0,109.23732805562784,23.01211719192924,392.7518310546875,巡航
T005,535.0,109.23795500937037,23.012466440192753,392.7518310546875,巡航
T005,540.0,109.23858196311289,23.012815688456264,392.7518310546875,巡航
T005,545.0,109.23920891685542,23.01316493671978,392.7518310546875,巡航
T005,550.0,109.23983587059794,23.01351418498329,392.7518310546875,巡航
T005,555.0,109.24046282434047,23.013863433246804,392.7518310546875,巡航
T005,560.0,109.241089778083,23.014212681510315,392.7518310546875,巡航
T005,565.0,109.24171673182552,23.014561929773826,392.7518310546875,巡航
T005,570.0,109.24234368556804,23.01491117803734,392.7518310546875,巡航
T005,575.0,109.24297063931057,23.015260426300852,392.7518310546875,巡航
T005,580.0,109.2435975930531,23.015609674564367,392.7518310546875,巡航
T005,585.0,109.24422454679562,23.015958922827878,392.7518310546875,巡航
T005,590.0,109.24485150053815,23.016308171091392,392.7518310546875,巡航
T005,595.0,109.24547845428067,23.016657419354903,392.7518310546875,巡航
T005,600.0,109.2461054080232,23.017006667618418,392.7518310546875,巡航
T005,605.0,109.24673236176572,23.01735591588193,392.7518310546875,巡航
T005,610.0,109.24735931550825,23.017705164145443,392.7518310546875,巡航
T005,615.0,109.24798626925077,23.018054412408954,392.7518310546875,巡航
T005,620.0,109.2486132229933,23.018403660672465,392.7518310546875,巡航
T005,625.0,109.24924017673582,23.01875290893598,392.7518310546875,巡航
T005,630.0,109.24986713047835,23.01910215719949,392.7518310546875,巡航
T005,635.0,109.25049408422086,23.019451405463005,392.7518310546875,巡航
T005,640.0,109.25112103796339,23.019800653726517,392.7518310546875,巡航
T005,645.0,109.25174799170591,23.02014990199003,392.7518310546875,巡航
T005,650.0,109.25237494544844,23.020499150253542,392.7518310546875,巡航
T005,655.0,109.25300189919096,23.020848398517057,392.7518310546875,巡航
T005,660.0,109.25362885293349,23.021197646780568,392.7518310546875,巡航
T005,665.0,109.25425580667601,23.021546895044082,392.7518310546875,巡航
T005,670.0,109.25488276041854,23.021896143307593,392.7518310546875,巡航
T005,675.0,109.25550971416106,23.022245391571104,392.7518310546875,巡航
T005,680.0,109.25613666790359,23.02259463983462,392.7518310546875,巡航
T005,685.0,109.25676362164612,23.02294388809813,392.7518310546875,巡航
T005,690.0,109.25739057538864,23.023293136361644,392.7518310546875,巡航
T005,695.0,109.25801752913117,23.023642384625155,392.7518310546875,巡航
T005,700.0,109.25864448287369,23.02399163288867,392.7518310546875,巡航
T005,705.0,109.25927143661622,23.02434088115218,392.7518310546875,巡航
T005,710.0,109.25989839035874,23.024690129415696,392.7518310546875,巡航
T005,715.0,109.26052534410127,23.025039377679207,392.7518310546875,巡航
T005,720.0,109.2611522978438,23.02538862594272,392.7518310546875,巡航
T005,725.0,109.26177925158632,23.025737874206232,392.7518310546875,巡航
T005,730.0,109.26240620532884,23.026087122469743,392.7518310546875,巡航
T005,735.0,109.26303315907137,23.026436370733258,392.7518310546875,巡航
T005,740.0,109.2636601128139,23.02678561899677,392.7518310546875,巡航
T005,745.0,109.26428706655642,23.027134867260283,392.7518310546875,巡航
T005,750.0,109.26491402029895,23.027484115523794,392.7518310546875,巡航
T005,755.0,109.26554097404147,23.02783336378731,392.7518310546875,巡航
T005,760.0,109.266167927784,23.02818261205082,392.7518310546875,巡航
T005,765.0,109.26679488152652,23.028531860314335,392.7518310546875,巡航
T005,770.0,109.26742183526903,23.028881108577846,392.7518310546875,巡航
T005,775.0,109.26804878901156,23.02923035684136,392.7518310546875,巡航
T005,780.0,109.26867574275408,23.02957960510487,392.7518310546875,巡航
T005,785.0,109.26930269649661,23.029928853368382,392.7518310546875,巡航
T005,790.0,109.26992965023913,23.030278101631897,392.7518310546875,巡航
T005,795.0,109.27055660398166,23.030627349895408,392.7518310546875,巡航
T005,800.0,109.27118355772419,23.030976598158922,392.7518310546875,巡航
T005,805.0,109.2713839,23.0310882,384.24619025189793,下降
T005,810.0,109.2713839,23.0310882,371.7461902518979,下降
T005,815.0,109.2713839,23.0310882,359.2461902518978,下降
T005,820.0,109.2713839,23.0310882,351.7,投送
T005,825.0,109.2713839,23.0310882,351.7,投送
T005,830.0,109.2713839,23.0310882,351.7,投送
T005,835.0,109.2713839,23.0310882,351.7,投送
T005,840.0,109.2713839,23.0310882,351.7,投送
T005,845.0,109.2713839,23.0310882,351.7,投送
T005,850.0,109.2713839,23.0310882,351.7,投送
T005,855.0,109.2713839,23.0310882,351.7,投送
T005,860.0,109.2713839,23.0310882,351.7,投送
T005,865.0,109.2713839,23.0310882,351.7,投送
T005,870.0,109.2713839,23.0310882,351.7,投送
T005,875.0,109.2713839,23.0310882,351.7,投送
T005,880.0,109.2713839,23.0310882,351.7,投送
T005,885.0,109.2713839,23.0310882,351.7,投送
T005,890.0,109.2713839,23.0310882,351.7,投送
T005,895.0,109.2713839,23.0310882,351.7,投送
T005,900.0,109.2713839,23.0310882,351.7,投送
T005,905.0,109.2713839,23.0310882,351.7,投送
T005,910.0,109.2713839,23.0310882,351.7,投送
T005,915.0,109.2713839,23.0310882,351.7,投送
T005,920.0,109.2713839,23.0310882,351.7,投送
T005,925.0,109.2713839,23.0310882,351.7,投送
T005,930.0,109.2713839,23.0310882,351.7,投送
T005,935.0,109.2713839,23.0310882,351.7,投送
T005,940.0,109.2713839,23.0310882,351.7,投送
T005,945.0,109.2713839,23.0310882,351.7,投送
T005,950.0,109.2713839,23.0310882,351.7,投送
T005,955.0,109.2713839,23.0310882,351.7,投送
T005,960.0,109.2713839,23.0310882,351.7,投送
T005,965.0,109.2713839,23.0310882,351.7,投送
T005,970.0,109.2713839,23.0310882,351.7,投送
T005,975.0,109.2713839,23.0310882,351.7,投送
T005,980.0,109.2713839,23.0310882,351.7,投送
T005,985.0,109.2713839,23.0310882,351.7,投送
T005,990.0,109.2713839,23.0310882,351.7,投送
T005,995.0,109.2713839,23.0310882,351.7,投送
T005,1000.0,109.2713839,23.0310882,351.7,投送
T005,1005.0,109.2713839,23.0310882,351.7,投送
T005,1010.0,109.2713839,23.0310882,351.7,投送
T005,1015.0,109.2713839,23.0310882,351.7,投送
T005,1020.0,109.2713839,23.0310882,351.7,投送
T005,1025.0,109.2713839,23.0310882,351.7,投送
T005,1030.0,109.2713839,23.0310882,351.7,投送
T005,1035.0,109.2713839,23.0310882,351.7,投送
T005,1040.0,109.2713839,23.0310882,351.7,投送
T005,1045.0,109.2713839,23.0310882,351.7,投送
T005,1050.0,109.2713839,23.0310882,351.7,投送
T005,1055.0,109.2713839,23.0310882,351.7,投送
T005,1060.0,109.2713839,23.0310882,357.64457169772294,爬升
T005,1065.0,109.2713839,23.0310882,372.6445716977228,爬升
T005,1070.0,109.2713839,23.0310882,387.64457169772277,爬升
T005,1075.0,109.27097041394867,23.030857865167267,392.7518310546875,巡航
T005,1080.0,109.27034346020615,23.030508616903756,392.7518310546875,巡航
T005,1085.0,109.26971650646362,23.030159368640245,392.7518310546875,巡航
T005,1090.0,109.2690895527211,23.02981012037673,392.7518310546875,巡航
T005,1095.0,109.26846259897857,23.02946087211322,392.7518310546875,巡航
T005,1100.0,109.26783564523605,23.029111623849705,392.7518310546875,巡航
T005,1105.0,109.26720869149352,23.028762375586194,392.7518310546875,巡航
T005,1110.0,109.266581737751,23.02841312732268,392.7518310546875,巡航
T005,1115.0,109.26595478400847,23.028063879059168,392.7518310546875,巡航
T005,1120.0,109.26532783026595,23.027714630795654,392.7518310546875,巡航
T005,1125.0,109.26470087652342,23.027365382532142,392.7518310546875,巡航
T005,1130.0,109.2640739227809,23.027016134268628,392.7518310546875,巡航
T005,1135.0,109.26344696903837,23.026666886005117,392.7518310546875,巡航
T005,1140.0,109.26282001529584,23.026317637741606,392.7518310546875,巡航
T005,1145.0,109.26219306155332,23.02596838947809,392.7518310546875,巡航
T005,1150.0,109.2615661078108,23.02561914121458,392.7518310546875,巡航
T005,1155.0,109.26093915406827,23.025269892951066,392.7518310546875,巡航
T005,1160.0,109.26031220032574,23.024920644687555,392.7518310546875,巡航
T005,1165.0,109.25968524658322,23.02457139642404,392.7518310546875,巡航
T005,1170.0,109.25905829284069,23.02422214816053,392.7518310546875,巡航
T005,1175.0,109.25843133909818,23.023872899897015,392.7518310546875,巡航
T005,1180.0,109.25780438535566,23.023523651633504,392.7518310546875,巡航
T005,1185.0,109.25717743161313,23.02317440336999,392.7518310546875,巡航
T005,1190.0,109.2565504778706,23.022825155106478,392.7518310546875,巡航
T005,1195.0,109.25592352412808,23.022475906842967,392.7518310546875,巡航
T005,1200.0,109.25529657038555,23.022126658579452,392.7518310546875,巡航
T005,1205.0,109.25466961664303,23.02177741031594,392.7518310546875,巡航
T005,1210.0,109.2540426629005,23.021428162052427,392.7518310546875,巡航
T005,1215.0,109.25341570915798,23.021078913788916,392.7518310546875,巡航
T005,1220.0,109.25278875541545,23.0207296655254,392.7518310546875,巡航
T005,1225.0,109.25216180167293,23.02038041726189,392.7518310546875,巡航
T005,1230.0,109.2515348479304,23.020031168998376,392.7518310546875,巡航
T005,1235.0,109.25090789418788,23.019681920734865,392.7518310546875,巡航
T005,1240.0,109.25028094044535,23.01933267247135,392.7518310546875,巡航
T005,1245.0,109.24965398670282,23.01898342420784,392.7518310546875,巡航
T005,1250.0,109.2490270329603,23.018634175944328,392.7518310546875,巡航
T005,1255.0,109.24840007921777,23.018284927680813,392.7518310546875,巡航
T005,1260.0,109.24777312547525,23.017935679417302,392.7518310546875,巡航
T005,1265.0,109.24714617173272,23.017586431153788,392.7518310546875,巡航
T005,1270.0,109.2465192179902,23.017237182890277,392.7518310546875,巡航
T005,1275.0,109.24589226424767,23.016887934626762,392.7518310546875,巡航
